# This file contains all populations of all generations.
RS#	Cum.Gen	Index	Objective1	Objective2	Rank	CrowdingDistance	FieldID_1	FieldID_2	FieldID_3	FieldID_4	FieldID_5	FieldID_6	FieldID_7	FieldID_8	FieldID_9	FieldID_10	FieldID_11	FieldID_12	FieldID_13	FieldID_14	FieldID_15	FieldID_16	FieldID_17	FieldID_18	FieldID_19	FieldID_20	FieldID_21	FieldID_22	FieldID_23	FieldID_24	FieldID_25	FieldID_26	FieldID_27	FieldID_28	FieldID_29	FieldID_30	FieldID_31	FieldID_32	FieldID_33	FieldID_34	FieldID_35	FieldID_36	FieldID_37	FieldID_38	FieldID_39	FieldID_40	FieldID_41	FieldID_42	FieldID_43	FieldID_44	FieldID_45	FieldID_46	FieldID_47	FieldID_48	FieldID_49	FieldID_50	FieldID_51	FieldID_52	FieldID_53	FieldID_54	FieldID_55	FieldID_56	FieldID_57	FieldID_58	FieldID_59	FieldID_60	FieldID_61	FieldID_62	FieldID_63	FieldID_64	FieldID_65	FieldID_66	FieldID_67	FieldID_68	FieldID_69	FieldID_70	FieldID_71	FieldID_72	FieldID_73	FieldID_74	FieldID_75	FieldID_76	FieldID_77	FieldID_78	FieldID_79	FieldID_80	FieldID_81	FieldID_82	FieldID_83	FieldID_84	FieldID_85	FieldID_86	FieldID_87	FieldID_88
0	1	11	-2.428704e+001	5.870786e+005	2	1.088441e-001	0	0	0	0	0	2	3	0	6	0	0	1	5	5	1	3	2	5	2	1	0	0	0	0	6	0	0	0	3	5	0	4	1	5	5	5	0	5	1	0	0	0	0	1	0	0	5	0	0	0	0	0	1	0	1	0	1	6	1	6	6	1	0	1	0	0	0	1	0	1	0	3	5	3	4	2	5	3	0	5	0	0	1	1	1	1	0	1	
0	1	12	-2.945238e+001	6.660389e+005	1	9.051932e-002	0	0	0	0	0	5	4	0	0	0	0	0	0	0	1	2	5	5	5	1	3	0	5	0	6	0	0	0	2	3	0	4	1	5	5	2	0	3	1	0	0	0	0	0	0	0	4	1	0	1	6	0	1	0	1	0	0	6	0	6	6	1	0	1	0	0	0	1	0	0	1	0	4	0	2	0	3	3	0	0	0	0	1	1	0	1	0	0	
0	1	13	-1.753594e+001	4.716968e+005	1	1.983973e-001	0	0	0	0	1	2	3	0	6	0	0	0	2	0	1	3	4	4	4	0	5	0	0	1	6	0	6	0	0	3	0	3	0	5	5	2	1	5	0	0	0	1	0	0	0	1	5	0	0	1	6	0	0	0	1	0	0	6	1	6	0	1	0	0	0	0	0	1	0	1	0	3	4	5	3	5	4	0	0	5	0	0	0	1	1	1	0	0	
0	1	14	-4.450389e+001	9.344664e+005	3	1.000000e+014	0	0	0	0	0	0	4	0	0	0	0	0	0	5	1	0	5	5	2	0	2	0	5	0	6	0	0	0	3	5	0	0	1	5	4	5	0	4	0	0	0	0	0	1	0	0	5	0	0	1	6	6	0	0	0	0	0	6	1	6	6	0	0	1	0	1	0	1	1	1	1	4	2	2	4	2	5	5	0	5	0	0	1	0	0	1	0	1	
0	1	15	-3.803182e+001	7.039401e+005	1	1.866289e-001	0	0	0	0	1	3	2	0	0	0	0	1	4	0	0	0	3	0	4	1	0	0	0	1	6	0	6	0	3	2	0	5	0	2	0	5	0	5	0	0	0	0	0	0	0	1	4	1	0	1	0	6	1	0	1	0	0	6	0	6	6	1	0	1	0	0	0	0	1	1	0	5	3	2	2	0	5	0	1	0	0	0	1	0	0	1	1	0	
0	1	16	-2.007818e+001	6.095793e+005	5	1.000000e+000	0	0	0	0	0	3	4	0	0	0	0	1	2	0	0	5	5	4	5	1	5	0	2	1	0	0	0	0	5	5	0	4	0	2	3	4	0	0	1	0	0	0	0	1	0	0	2	0	0	1	6	0	1	0	1	0	0	6	1	0	0	1	0	1	0	1	0	0	1	1	1	3	2	0	4	5	4	5	0	5	0	0	1	1	1	0	0	1	
0	1	17	-4.280208e+001	8.929263e+005	1	1.110311e-001	0	0	0	0	1	2	4	0	6	0	0	0	3	3	0	0	5	4	4	1	5	0	4	0	0	0	6	0	5	5	0	3	0	4	5	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	6	6	1	0	1	0	0	0	0	6	6	1	0	0	0	1	0	1	0	0	1	5	4	0	2	5	2	0	0	4	0	0	0	1	1	0	1	0	
0	1	18	-3.700243e+001	8.002665e+005	2	1.991435e-001	0	0	0	0	1	0	5	0	6	0	0	0	4	5	1	5	4	4	4	0	0	0	4	0	6	0	6	0	5	2	0	5	0	3	4	4	0	5	0	0	0	1	0	0	0	0	3	1	0	1	6	6	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	3	2	4	5	0	5	2	0	2	0	0	1	0	0	1	1	0	
0	1	19	-4.456799e+001	9.317386e+005	2	1.822898e-001	0	0	0	0	0	3	5	0	6	0	0	1	5	5	0	5	2	3	3	1	5	0	0	1	6	0	6	0	2	5	0	4	0	0	3	5	0	2	0	0	0	0	0	0	0	1	4	0	0	0	6	6	0	0	0	0	0	6	0	0	6	1	0	1	0	1	0	1	1	1	0	0	5	5	0	3	3	4	1	5	0	0	0	1	1	0	1	0	
0	1	20	-4.042616e+001	9.076170e+005	2	2.372612e-001	0	0	0	0	0	4	3	0	0	0	0	1	5	0	0	2	2	4	5	0	4	0	5	1	6	0	6	0	4	5	0	4	1	5	5	5	0	0	0	0	0	0	0	1	0	0	5	1	0	1	0	6	0	0	0	0	0	0	0	0	6	1	0	1	0	1	0	0	0	1	1	5	4	2	3	4	3	5	1	0	0	0	1	0	1	1	0	1	
0	1	21	-3.285055e+001	7.527359e+005	2	1.897087e-001	0	0	0	0	0	4	2	0	0	0	0	0	5	4	0	2	4	5	5	1	3	0	4	1	6	0	6	0	4	4	0	0	0	5	4	5	1	5	0	0	0	1	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	6	1	6	6	1	0	1	0	0	0	1	1	0	0	0	3	4	5	0	5	5	1	4	0	0	1	1	1	1	1	0	
0	1	22	-4.512060e+001	9.274224e+005	1	4.770364e-002	0	0	0	0	1	2	5	0	0	0	0	1	5	2	0	4	2	2	3	0	2	0	2	0	6	0	0	0	3	2	0	5	0	5	5	3	0	2	1	0	0	0	0	1	0	1	2	1	0	1	6	6	0	0	0	0	0	6	1	6	6	0	0	0	0	1	0	1	0	0	0	5	2	5	2	3	0	4	0	5	0	0	0	1	1	1	1	1	
0	1	23	-3.273911e+001	7.596229e+005	3	7.348872e-001	0	0	0	0	1	4	2	0	0	0	0	0	4	0	1	5	4	2	0	1	5	0	0	1	0	0	6	0	0	5	0	3	1	5	5	5	1	0	1	0	0	1	0	1	0	0	0	0	0	1	6	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	5	2	3	0	3	0	5	0	2	0	0	1	1	0	1	1	0	
0	1	24	-2.491715e+001	5.959038e+005	3	1.000000e+014	0	0	0	0	1	5	5	0	6	0	0	1	3	4	0	5	3	5	5	0	4	0	2	1	0	0	6	0	5	0	0	5	1	2	5	5	1	2	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	1	0	1	6	6	0	0	0	0	0	0	1	0	1	1	4	0	5	5	3	0	2	1	5	0	0	0	1	1	0	0	1	
0	1	25	-3.983837e+001	8.318920e+005	2	2.179761e-001	0	0	0	0	1	5	0	0	0	0	0	0	2	5	1	4	2	2	4	0	3	0	5	1	0	0	6	0	2	5	0	2	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	1	0	0	0	1	0	0	6	6	0	0	0	0	0	0	0	1	1	0	4	2	5	4	0	3	5	0	3	0	0	1	0	0	1	1	1	
0	1	26	-2.527285e+001	5.293614e+005	1	2.334493e-001	0	0	0	0	1	2	2	0	6	0	0	1	3	2	1	3	2	2	5	1	4	0	3	0	6	0	0	0	5	3	0	4	1	5	3	0	0	2	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	6	6	0	0	0	0	1	0	0	1	0	1	5	5	5	4	4	2	4	1	5	0	0	1	0	1	0	0	1	
0	1	27	-4.152300e+001	8.060114e+005	1	1.508287e-001	0	0	0	0	1	2	2	0	6	0	0	0	3	0	0	5	5	2	5	1	0	0	3	0	0	0	6	0	4	3	0	3	0	4	5	2	1	3	0	0	0	0	0	1	0	1	3	0	0	0	6	6	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	5	3	4	4	0	0	0	3	0	0	0	1	0	1	0	1	
0	1	28	-2.383540e+001	5.684212e+005	2	1.000000e+014	0	0	0	0	0	4	3	0	6	0	0	0	2	2	0	5	3	3	2	0	0	0	0	1	6	0	0	0	2	5	0	4	1	5	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	6	1	0	6	1	0	1	0	0	0	0	1	1	0	4	5	3	2	5	4	5	0	3	0	0	0	1	1	0	0	1	
0	1	29	-2.897058e+001	7.053537e+005	3	2.850411e-001	0	0	0	0	1	5	4	0	6	0	0	0	0	3	1	2	2	0	0	1	5	0	5	1	6	0	6	0	5	2	0	5	0	5	0	5	1	5	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	6	1	0	6	1	0	1	0	1	0	1	0	0	1	4	2	2	2	3	5	0	1	5	0	0	0	0	1	1	1	1	
0	1	30	-3.061541e+001	6.765032e+005	1	1.486869e-001	0	0	0	0	0	4	0	0	6	0	0	0	2	0	1	4	0	0	0	0	2	0	0	1	6	0	6	0	3	5	0	5	1	2	3	5	1	5	0	0	0	1	0	0	0	1	3	0	0	1	6	0	1	0	0	0	1	6	1	0	6	1	0	1	0	0	0	1	0	0	0	3	4	4	0	4	5	5	1	5	0	0	1	1	1	0	1	1	
0	1	31	-4.650819e+001	9.358466e+005	1	1.000000e+014	0	0	0	0	1	5	4	0	0	0	0	1	5	2	1	2	2	2	2	1	5	0	2	1	0	0	6	0	3	2	0	5	0	5	5	3	1	4	0	0	0	1	0	0	0	0	0	1	0	1	6	6	0	0	0	0	0	6	1	0	6	0	0	1	0	0	0	0	0	0	0	3	0	2	3	4	2	2	0	5	0	0	1	1	1	0	1	1	
0	1	32	-2.896429e+001	5.894910e+005	1	8.310523e-002	0	0	0	0	0	4	4	0	0	0	0	1	2	5	1	2	2	0	2	0	4	0	3	1	0	0	0	0	0	0	0	5	1	5	2	5	1	2	0	0	0	0	0	1	0	0	5	0	0	1	0	6	1	0	1	0	1	6	1	6	0	1	0	1	0	0	0	1	0	0	0	3	5	4	3	4	0	5	1	5	0	0	0	0	0	1	1	1	
0	1	33	-1.372048e+001	3.829778e+005	1	1.571422e-001	0	0	0	0	1	5	0	0	0	0	0	0	5	5	0	4	5	5	3	1	2	0	3	0	6	0	6	0	3	3	0	4	0	4	2	3	0	3	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	5	4	2	4	4	0	2	0	0	0	0	0	1	1	1	
0	1	34	-3.383511e+001	7.825558e+005	2	1.554020e-001	0	0	0	0	0	5	3	0	6	0	0	0	5	0	1	5	2	5	5	1	2	0	4	0	0	0	0	0	2	2	0	2	1	2	2	4	1	0	1	0	0	1	0	0	0	0	3	0	0	0	6	6	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	4	3	2	0	3	5	1	5	0	0	0	1	1	0	0	1	
0	1	35	-2.799482e+001	6.408256e+005	4	1.000000e+014	0	0	0	0	0	2	5	0	0	0	0	0	5	5	0	3	0	2	5	0	4	0	5	0	0	0	6	0	4	0	0	5	0	5	3	4	0	5	0	0	0	1	0	0	0	0	2	0	0	0	6	0	0	0	1	0	0	6	0	0	6	0	0	0	0	1	0	1	1	1	0	3	4	5	2	5	5	4	1	0	0	0	0	0	0	0	1	1	
0	1	36	-3.022201e+001	6.998627e+005	2	2.927298e-001	0	0	0	0	1	2	3	0	6	0	0	1	5	5	1	5	3	3	4	1	2	0	4	1	6	0	0	0	5	5	0	2	1	3	2	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	6	0	1	0	1	0	0	0	1	0	6	0	0	0	0	1	0	0	1	0	0	4	2	4	0	4	4	4	0	5	0	0	0	1	0	0	0	1	
0	1	37	-2.849967e+001	6.398945e+005	3	2.651128e-001	0	0	0	0	0	3	5	0	0	0	0	0	4	5	0	0	5	2	0	1	0	0	4	0	6	0	6	0	5	2	0	5	0	2	5	4	0	2	0	0	0	0	0	0	0	1	2	1	0	0	6	0	0	0	0	0	0	6	0	0	6	0	0	1	0	1	0	1	1	1	1	5	3	3	5	4	3	0	0	5	0	0	1	0	0	0	1	0	
0	1	38	-4.387378e+001	9.069139e+005	1	5.901533e-002	0	0	0	0	1	5	3	0	6	0	0	1	4	3	0	0	2	3	2	1	2	0	0	1	6	0	0	0	5	2	0	5	0	2	5	3	1	5	1	0	0	1	0	0	0	0	5	0	0	1	6	6	0	0	1	0	0	6	1	0	6	0	0	1	0	0	0	1	0	1	1	5	5	4	5	4	2	5	1	4	0	0	0	0	1	1	1	0	
0	1	39	-2.755282e+001	5.879913e+005	2	1.169220e-001	0	0	0	0	0	5	5	0	0	0	0	0	4	0	0	5	0	5	0	1	3	0	2	1	6	0	6	0	2	0	0	3	1	3	0	4	1	3	0	0	0	0	0	1	0	0	5	1	0	0	0	6	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1	1	1	4	5	5	5	0	4	3	0	4	0	0	0	1	0	0	0	0	
0	1	40	-1.863654e+001	6.069063e+005	5	1.000000e+014	0	0	0	0	1	5	2	0	0	0	0	1	5	2	1	5	5	0	5	1	3	0	2	1	6	0	0	0	5	5	0	0	0	2	4	0	0	5	0	0	0	1	0	0	0	1	5	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	5	3	2	5	3	2	0	4	0	0	0	1	0	0	1	0	
0	2	1	-3.848303e+001	7.101816e+005	1	6.144418e-002	0	0	0	0	1	3	2	0	0	0	0	1	4	0	0	0	3	0	4	1	0	0	0	1	6	0	6	0	3	2	0	5	0	2	0	5	0	5	0	0	0	0	0	0	0	1	4	1	0	1	0	6	1	0	1	0	0	6	0	6	6	1	0	1	0	0	0	0	1	1	1	5	3	2	2	0	5	0	1	0	0	0	1	0	0	1	1	0	
0	2	2	-1.005166e+001	2.837507e+005	1	1.000000e+014	0	0	0	0	1	0	4	0	6	0	0	1	2	2	0	0	3	3	2	0	5	0	3	0	6	0	0	0	3	0	0	5	0	5	5	3	0	0	1	0	0	0	0	1	0	0	4	1	0	1	0	0	1	0	1	0	0	6	1	6	0	0	0	1	0	0	0	0	0	0	0	3	5	0	4	5	5	2	0	4	0	0	1	1	1	1	1	1	
0	2	3	-1.060720e+001	2.982533e+005	1	1.134420e-001	0	0	0	0	1	0	4	0	6	0	0	1	2	2	0	0	3	3	2	0	5	0	3	0	6	0	0	0	3	0	0	5	0	5	5	4	0	5	0	0	0	0	0	1	0	0	4	1	0	1	0	0	1	0	1	0	0	6	1	6	0	0	0	1	0	0	0	0	0	0	0	3	5	0	4	5	5	2	0	4	0	0	1	1	1	1	1	1	
0	2	4	-1.754599e+001	4.693190e+005	1	1.957966e-001	0	0	0	0	1	2	3	0	6	0	0	0	2	0	1	3	4	4	4	0	2	0	0	1	6	0	6	0	0	3	0	3	0	5	5	2	1	5	0	0	0	1	0	0	0	1	5	0	0	1	6	0	0	0	1	0	0	6	1	6	0	1	0	0	0	0	0	1	0	1	0	3	4	5	3	5	4	0	0	5	0	0	0	1	1	1	0	0	
0	2	5	-2.828432e+001	5.801038e+005	1	1.665863e-002	0	0	0	0	1	0	2	0	0	0	0	1	4	2	0	5	4	4	4	1	4	0	5	0	6	0	0	0	2	2	0	4	0	4	0	4	0	4	1	0	0	1	0	1	0	1	0	1	0	1	0	6	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	4	3	4	0	2	2	0	0	5	0	0	0	0	1	1	0	0	
0	2	6	-2.571108e+001	5.348087e+005	1	8.007428e-002	0	0	0	0	1	2	2	0	6	0	0	1	3	2	1	3	2	2	5	1	4	0	3	1	6	0	0	0	5	3	0	4	1	5	3	0	0	2	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	6	6	0	0	0	0	1	0	0	1	0	1	5	5	5	4	4	2	4	1	5	0	0	1	0	1	0	0	1	
0	2	7	-4.387378e+001	9.069139e+005	1	5.824860e-002	0	0	0	0	1	5	3	0	6	0	0	1	4	3	0	0	2	3	2	1	2	0	0	1	6	0	0	0	5	2	0	5	0	2	5	3	1	5	1	0	0	1	0	0	0	0	5	0	0	1	6	6	0	0	1	0	0	6	1	0	6	0	0	1	0	0	0	1	0	1	1	5	5	4	5	4	2	5	1	4	0	0	0	0	1	1	1	0	
0	2	8	-1.372048e+001	3.829778e+005	1	1.493439e-001	0	0	0	0	1	5	0	0	0	0	0	0	5	5	0	4	5	5	3	1	2	0	3	0	6	0	6	0	3	3	0	4	0	4	2	3	0	3	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	5	4	2	4	4	0	2	0	0	0	0	0	1	1	1	
0	2	9	-2.896429e+001	5.894910e+005	1	8.191139e-002	0	0	0	0	0	4	4	0	0	0	0	1	2	5	1	2	2	0	2	0	4	0	3	1	0	0	0	0	0	0	0	5	1	5	2	5	1	2	0	0	0	0	0	1	0	0	5	0	0	1	0	6	1	0	1	0	1	6	1	6	0	1	0	1	0	0	0	1	0	0	0	3	5	4	3	4	0	5	1	5	0	0	0	0	0	1	1	1	
0	2	10	-4.650819e+001	9.358466e+005	1	1.000000e+014	0	0	0	0	1	5	4	0	0	0	0	1	5	2	1	2	2	2	2	1	5	0	2	1	0	0	6	0	3	2	0	5	0	5	5	3	1	4	0	0	0	1	0	0	0	0	0	1	0	1	6	6	0	0	0	0	0	6	1	0	6	0	0	1	0	0	0	0	0	0	0	3	0	2	3	4	2	2	0	5	0	0	1	1	1	0	1	1	
0	2	11	-3.061541e+001	6.765032e+005	1	1.467277e-001	0	0	0	0	0	4	0	0	6	0	0	0	2	0	1	4	0	0	0	0	2	0	0	1	6	0	6	0	3	5	0	5	1	2	3	5	1	5	0	0	0	1	0	0	0	1	3	0	0	1	6	0	1	0	0	0	1	6	1	0	6	1	0	1	0	0	0	1	0	0	0	3	4	4	0	4	5	5	1	5	0	0	1	1	1	0	1	1	
0	2	12	-4.152300e+001	8.060114e+005	1	1.488866e-001	0	0	0	0	1	2	2	0	6	0	0	0	3	0	0	5	5	2	5	1	0	0	3	0	0	0	6	0	4	3	0	3	0	4	5	2	1	3	0	0	0	0	0	1	0	1	3	0	0	0	6	6	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	5	3	4	4	0	0	0	3	0	0	0	1	0	1	0	1	
0	2	13	-2.527285e+001	5.293614e+005	1	1.621986e-001	0	0	0	0	1	2	2	0	6	0	0	1	3	2	1	3	2	2	5	1	4	0	3	0	6	0	0	0	5	3	0	4	1	5	3	0	0	2	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	6	6	0	0	0	0	1	0	0	1	0	1	5	5	5	4	4	2	4	1	5	0	0	1	0	1	0	0	1	
0	2	14	-4.512060e+001	9.274224e+005	1	4.708014e-002	0	0	0	0	1	2	5	0	0	0	0	1	5	2	0	4	2	2	3	0	2	0	2	0	6	0	0	0	3	2	0	5	0	5	5	3	0	2	1	0	0	0	0	1	0	1	2	1	0	1	6	6	0	0	0	0	0	6	1	6	6	0	0	0	0	1	0	1	0	0	0	5	2	5	2	3	0	4	0	5	0	0	0	1	1	1	1	1	
0	2	15	-4.280208e+001	8.929263e+005	1	1.096087e-001	0	0	0	0	1	2	4	0	6	0	0	0	3	3	0	0	5	4	4	1	5	0	4	0	0	0	6	0	5	5	0	3	0	4	5	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	6	6	1	0	1	0	0	0	0	6	6	1	0	0	0	1	0	1	0	0	1	5	4	0	2	5	2	0	0	4	0	0	0	1	1	0	1	0	
0	2	16	-3.803182e+001	7.039401e+005	1	1.337274e-001	0	0	0	0	1	3	2	0	0	0	0	1	4	0	0	0	3	0	4	1	0	0	0	1	6	0	6	0	3	2	0	5	0	2	0	5	0	5	0	0	0	0	0	0	0	1	4	1	0	1	0	6	1	0	1	0	0	6	0	6	6	1	0	1	0	0	0	0	1	1	0	5	3	2	2	0	5	0	1	0	0	0	1	0	0	1	1	0	
0	2	17	-2.945238e+001	6.660389e+005	1	8.936236e-002	0	0	0	0	0	5	4	0	0	0	0	0	0	0	1	2	5	5	5	1	3	0	5	0	6	0	0	0	2	3	0	4	1	5	5	2	0	3	1	0	0	0	0	0	0	0	4	1	0	1	6	0	1	0	1	0	0	6	0	6	6	1	0	1	0	0	0	1	0	0	1	0	4	0	2	0	3	3	0	0	0	0	1	1	0	1	0	0	
0	2	18	-1.053723e+001	2.919662e+005	1	1.873915e-002	0	0	0	0	1	0	4	0	6	0	0	1	2	2	0	0	3	3	2	0	5	0	3	0	6	0	0	0	3	0	0	5	0	5	5	3	0	5	0	0	0	0	0	1	0	0	4	1	0	1	0	0	1	0	1	0	0	6	1	6	0	0	0	1	0	0	0	0	0	0	0	3	5	0	4	5	5	2	0	4	0	0	1	1	1	1	1	1	
0	2	19	-4.611939e+001	9.281482e+005	1	2.549003e-002	0	0	0	0	0	2	4	0	0	0	0	1	5	5	1	0	5	5	4	0	5	0	2	1	0	0	6	0	2	4	0	2	0	4	2	5	0	0	1	0	0	0	0	1	0	1	3	1	0	1	6	6	1	0	1	0	1	6	1	6	6	1	0	1	0	0	0	1	1	1	0	0	3	4	5	3	3	5	1	4	0	0	0	1	1	0	0	0	
0	2	20	-2.828265e+001	5.799575e+005	1	7.002236e-002	0	0	0	0	1	0	2	0	0	0	0	1	4	2	0	5	4	4	4	1	4	0	5	0	6	0	0	0	2	2	0	4	0	4	0	4	0	4	1	0	0	1	0	0	0	1	0	1	0	1	0	6	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	4	3	4	0	2	2	0	0	5	0	0	0	0	1	1	0	0	
